Unique_ID,Txn_No,Type,From,To,Amount,Txn,Punk
14138,41,Offered,,,"374,509","Aug 13, 2021",1253
14139,42,Offer Withdrawn,,,,"Aug 18, 2021",1253
14140,43,Offer Withdrawn,,,,"Aug 18, 2021",1253
14141,44,Offered,,,"822,086","Aug 24, 2021",1253
14142,45,Offer Withdrawn,,,,"Aug 27, 2021",1253
14143,46,Offer Withdrawn,,,,"Aug 27, 2021",1253
14144,47,Offered,,,"804,025","Aug 29, 2021",1253
14145,48,Offer Withdrawn,,,,"Aug 29, 2021",1253
14146,49,Offered,,,1.13M,"Nov 04, 2021",1253
14147,50,Offer Withdrawn,,,,"Nov 05, 2021",1253
14148,51,Offered,,,"832,037","Nov 13, 2021",1253
14149,52,Offer Withdrawn,,,,"Nov 13, 2021",1253
14150,53,Offered,,,"855,140","Nov 24, 2021",1253
14151,54,Offer Withdrawn,,,,"Nov 25, 2021",1253
14152,0,Claimed,,velinova…,,"Jun 23, 2017",1254
14153,1,Offered,,,129,"Jul 11, 2017",1254
14154,2,Bid ,0x00b278,,69,"Jul 18, 2017",1254
14155,3,Sold ,velinova…,0x00b278,69,"Jul 18, 2017",1254
14156,4,Offered,,,"169,350","Aug 22, 2021",1254
14157,5,Sold ,0x00b278,hcmeta.e…,"167,168","Aug 22, 2021",1254
14158,6,Offered,,,"240,928","Aug 26, 2021",1254
14159,7,Sold ,hcmeta.e…,vip66.et…,"241,671","Aug 27, 2021",1254
14160,8,Offered,,,"526,249","Aug 30, 2021",1254
14161,9,Sold ,vip66.et…,abc88.et…,"570,284","Aug 31, 2021",1254
14162,10,Offered,,,"393,299","Sep 06, 2021",1254
14163,11,Offer Withdrawn,,,,"Sep 16, 2021",1254
14164,12,Offer Withdrawn,,,,"Sep 16, 2021",1254
14165,13,Offer Withdrawn,,,,"Sep 16, 2021",1254
14166,14,Offered,,,"395,801","Sep 26, 2021",1254
14167,15,Offered,,,"387,097","Oct 04, 2021",1254
14168,16,Sold ,abc88.et…,tagline.…,"393,217","Oct 04, 2021",1254
14169,17,Transfer,tagline.…,0xd23e85,,"Oct 04, 2021",1254
14170,18,Offered,,,"506,791","Oct 26, 2021",1254
14171,0,Claimed,,0xcbd482,,"Jun 23, 2017",1255
14172,1,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1255
14173,2,Transfer,0x577ebc,DANNY,,"Feb 19, 2021",1255
14174,3,Transfer,DANNY,0x5ea968,,"Feb 19, 2021",1255
14175,4,Transfer,0x5ea968,gary.vee…,,"Aug 13, 2021",1255
14176,0,Claimed,,0xd0347e,,"Jun 23, 2017",1256
14177,1,Offered,,,"3,479","Aug 27, 2017",1256
14178,2,Transfer,0xd0347e,0x052686,,"Nov 24, 2017",1256
14179,3,Offered,,,141,"Nov 24, 2017",1256
14180,4,Offered,,,141,"Nov 24, 2017",1256
14181,5,Bid ,0x87e225,,31,"Jan 04, 2019",1256
14182,6,Bid Withdrawn,0x87e225,,30,"Jan 07, 2019",1256
14183,7,Sold ,0x052686,ross_VRO…,42,"Mar 28, 2019",1256
14184,8,Offered,,,84,"Aug 09, 2019",1256
14185,9,Sold ,ross_VRO…,GtC,72,"Sep 02, 2019",1256
14186,10,Transfer,GtC,0x918a15,,"Jan 08, 2020",1256
14187,0,Claimed,,Hemba,,"Jun 23, 2017",1257
14188,1,Offered,,,43,"Jun 27, 2017",1257
14189,2,Sold ,Hemba,0x00bd3a,43,"Jun 27, 2017",1257
14190,3,Offered,,,56,"Jun 29, 2017",1257
14191,4,Bid ,0x7760e0,,11,"Jun 30, 2017",1257
14192,5,Sold ,0x00bd3a,0x7a341c,53,"Jun 30, 2017",1257
14193,6,Transfer,0x7a341c,hodlponk…,,"Sep 14, 2021",1257
14194,0,Claimed,,0x470e9b,,"Jun 23, 2017",1258
14195,1,Offered,,,91,"Jul 31, 2017",1258
14196,2,Sold ,0x470e9b,0xd79a09,63,"Dec 24, 2018",1258
14197,0,Claimed,,0xcbd482,,"Jun 23, 2017",1259
14198,1,Bid ,0x717403,,13,"Jun 26, 2017",1259
14199,2,Sold ,0xcbd482,0x717403,14,"Jun 27, 2017",1259
14200,3,Bid ,0xd69c7e,,27,"Nov 02, 2021",1259
14201,0,Claimed,,0xf1ad94,,"Jun 23, 2017",1260
14202,1,Bid ,0x717403,,13,"Jun 26, 2017",1260
14203,2,Bid ,0x00bd3a,,91,"Jul 23, 2017",1260
14204,3,Bid Withdrawn,0x00bd3a,,296,"Dec 29, 2017",1260
14205,4,Bid ,jmg,,535,"Jan 04, 2020",1260
14206,5,Bid Withdrawn,jmg,,542,"Jan 05, 2020",1260
14207,6,Bid ,jmg,,"1,254","Jan 21, 2020",1260
14208,7,Bid Withdrawn,jmg,,"1,206","Jan 25, 2020",1260
14209,8,Bid ,lovepunk…,,"52,493","May 25, 2021",1260
14210,9,Bid ,0x876878,,"59,685","May 26, 2021",1260
14211,10,Bid ,lovepunk…,,"64,646","May 26, 2021",1260
14212,11,Bid Withdrawn,lovepunk…,,"54,657","May 29, 2021",1260
14213,12,Bid ,lovepunk…,,"42,730","Jun 27, 2021",1260
14214,13,Bid Withdrawn,lovepunk…,,"45,423","Jun 28, 2021",1260
14215,14,Bid ,thebinoc…,,"52,936","Jul 25, 2021",1260
14216,15,Bid Withdrawn,thebinoc…,,"53,716","Jul 26, 2021",1260
14217,16,Transfer,0xf1ad94,0x032057,,"Aug 25, 2021",1260
14218,0,Claimed,,0x887caa,,"Jun 23, 2017",1261
14219,1,Transfer,0x887caa,0x000c1c…,,"Oct 02, 2017",1261
14220,2,Bid ,TokenAng…,,134,"Jun 16, 2019",1261
14221,3,Bid Withdrawn,TokenAng…,,154,"Jun 23, 2019",1261
14222,4,Bid ,Pranksy,,66,"Dec 31, 2019",1261
14223,5,Bid Withdrawn,Pranksy,,65,"Jan 01, 2020",1261
14224,6,Transfer,0x000c1c…,rleshner…,,"Jan 25, 2020",1261
14225,7,Offered,,,"173,626","Aug 01, 2021",1261
14226,8,Offered,,,"237,673","Aug 05, 2021",1261
14227,9,Offered,,,"367,594","Aug 23, 2021",1261
14228,10,Sold ,rleshner…,zer.eth,"359,593","Aug 27, 2021",1261
14229,11,Offered,,,"751,877","Aug 27, 2021",1261
14230,12,Offer Withdrawn,,,,"Aug 28, 2021",1261
14231,13,Offered,,,"446,939","Aug 29, 2021",1261
14232,14,Sold ,zer.eth,0x0e9aed,"446,939","Aug 29, 2021",1261
14233,15,Offered,,,"495,921","Aug 29, 2021",1261
14234,16,Offered,,,"480,238","Aug 29, 2021",1261
14235,17,Offered,,,"505,041","Oct 07, 2021",1261
14236,18,Offered,,,"517,112","Oct 24, 2021",1261
14237,19,Bid ,0xddb408,,"442,498","Oct 26, 2021",1261
14238,20,Bid Withdrawn,0xddb408,,"455,851","Oct 29, 2021",1261
14239,21,Bid ,0xab5572,,"460,007","Nov 03, 2021",1261
14240,22,Bid Withdrawn,0xab5572,,"467,538","Nov 03, 2021",1261
14241,23,Sold ,0x0e9aed,moulene.…,"569,449","Nov 07, 2021",1261
14242,24,Transfer,moulene.…,0x21faa7,,"Nov 28, 2021",1261
14243,0,Claimed,,0x887caa,,"Jun 23, 2017",1262
14244,1,Transfer,0x887caa,0x000c1c…,,"Oct 02, 2017",1262
14245,2,Offered,,,201,"May 26, 2019",1262
14246,3,Offer Withdrawn,,,,"Jan 07, 2020",1262
14247,4,Transfer,0x000c1c…,rleshner…,,"Jan 25, 2020",1262
14248,5,Transfer,rleshner…,0xb6d942,,"Dec 31, 2020",1262
14249,0,Claimed,,0x887caa,,"Jun 23, 2017",1263
14250,1,Transfer,0x887caa,0x000c1c…,,"Oct 02, 2017",1263
14251,2,Bid ,raregonz…,,88,"Oct 02, 2018",1263
14252,3,Bid Withdrawn,raregonz…,,88,"Oct 02, 2018",1263
14253,4,Transfer,0x000c1c…,rleshner…,,"Jan 25, 2020",1263
14254,0,Claimed,,0x887caa,,"Jun 23, 2017",1264
14255,1,Transfer,0x887caa,0x000c1c…,,"Oct 02, 2017",1264
14256,2,Offered,,,168,"Oct 15, 2017",1264
14257,3,Sold ,0x000c1c…,0x463493,70,"Dec 24, 2018",1264
14258,4,Bid ,later.et…,,"3,768","Mar 15, 2021",1264
14259,5,Bid Withdrawn,later.et…,,"3,599","Mar 16, 2021",1264
14260,0,Claimed,,Hemba,,"Jun 23, 2017",1265
14261,1,Bid ,0x9be1c7,,15,"Jun 26, 2017",1265
14262,2,Bid ,0x717403,,15,"Jun 26, 2017",1265
14263,3,Bid ,0xa0a59c,,44,"Jun 29, 2017",1265
14264,4,Bid ,0x7760e0,,44,"Jun 29, 2017",1265
14265,5,Bid Withdrawn,0x7760e0,,42,"Jun 30, 2017",1265
14266,6,Offered,,,56,"Dec 11, 2017",1265
14267,7,Sold ,Hemba,0x96b48f,56,"Dec 11, 2017",1265
14268,8,Bid ,0xe9137b,,"8,895","Feb 22, 2021",1265
14269,9,Bid Withdrawn,0xe9137b,,"7,640","Mar 06, 2021",1265
14270,10,Transfer,0x96b48f,hodlponk…,,"Sep 14, 2021",1265
14271,0,Claimed,,0x8234be,,"Jun 23, 2017",1266
14272,1,Bid ,0x8ba3e2,,15,"Sep 29, 2017",1266
14273,2,Offered,,,15,"Sep 30, 2017",1266
14274,3,Sold ,0x8234be,0xb11d6a,15,"Sep 30, 2017",1266
14275,4,Bid Withdrawn,0x8ba3e2,,15,"Sep 30, 2017",1266
14276,5,Transfer,0xb11d6a,0xc2ac3c,,"Dec 14, 2017",1266
14277,6,Offered,,,82,"Dec 15, 2017",1266
14278,7,Sold ,0xc2ac3c,kikuchiy…,98,"Dec 19, 2017",1266
14279,8,Offered,,,"47,555","Feb 18, 2021",1266
14280,9,Bid ,0xb74f01,,"4,015","Feb 20, 2021",1266
14281,10,Sold ,kikuchiy…,0x101059,"49,772","Feb 20, 2021",1266
14282,11,Bid Withdrawn,0xb74f01,,"3,866","Feb 21, 2021",1266
14283,12,Bid ,0x6a3974,,"41,795","Mar 24, 2021",1266
14284,13,Sold ,0x101059,0x6a3974,"41,795","Mar 24, 2021",1266
14285,14,Bid ,doublere…,,"46,811","Mar 24, 2021",1266
14286,15,Bid Withdrawn,doublere…,,"44,519","Mar 24, 2021",1266
14287,16,Bid ,0xff70ec,,"64,343","Apr 11, 2021",1266
14288,17,Bid Withdrawn,0xff70ec,,"68,985","Apr 13, 2021",1266
14289,18,Bid ,markydao…,,"60,413","May 20, 2021",1266
14290,19,Bid Withdrawn,markydao…,,"72,760","May 20, 2021",1266
14291,0,Claimed,,0xb68304,,"Jun 23, 2017",1267
14292,1,Transfer,0xb68304,0x363ef1,,"May 09, 2021",1267
14293,2,Offered,,,"101,392","May 11, 2021",1267
14294,3,Bid ,0x0dee5b,,"44,289","Jul 17, 2021",1267
14295,4,Bid Withdrawn,0x0dee5b,,"44,682","Jul 17, 2021",1267
14296,5,Sold ,0x363ef1,rawthko.…,"62,917","Jul 30, 2021",1267
14297,6,Offered,,,"979,287","Aug 27, 2021",1267
14298,7,Offered,,,"601,587","Aug 30, 2021",1267
14299,8,Offered,,,"300,880","Sep 21, 2021",1267
14300,9,Sold ,rawthko.…,0x6d6a44,"300,880","Sep 21, 2021",1267
14301,10,Offered,,,"358,305","Sep 22, 2021",1267
14302,11,Offer Withdrawn,,,,"Sep 23, 2021",1267
14303,12,Offered,,,"382,409","Sep 25, 2021",1267
14304,13,Offer Withdrawn,,,,"Sep 25, 2021",1267
14305,14,Offered,,,"436,342","Oct 01, 2021",1267
14306,15,Offered,,,"477,483","Oct 12, 2021",1267
14307,16,Bid ,0x038666,,"389,798","Oct 14, 2021",1267
14308,17,Bid Withdrawn,0x038666,,"412,193","Oct 17, 2021",1267
14309,18,Offered,,,"568,516","Oct 29, 2021",1267
14310,19,Sold ,0x6d6a44,0x160590,"589,522","Nov 03, 2021",1267
14311,20,Transfer,0x160590,0x160590,,"Nov 03, 2021",1267
14312,0,Claimed,,0xcbd482,,"Jun 23, 2017",1268
14313,1,Bid ,0x0503ed,,"3,608","Jan 17, 2021",1268
14314,2,Bid Withdrawn,0x0503ed,,"3,612","Jan 18, 2021",1268
14315,3,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1268
14316,4,Bid ,0x0503ed,,"53,555","Mar 15, 2021",1268
14317,5,Bid Withdrawn,0x0503ed,,"53,555","Mar 15, 2021",1268
14318,6,Offered,,,"69,604","Mar 15, 2021",1268
14319,7,Offered,,,"65,517","Mar 17, 2021",1268
14320,8,Offered,,,"60,838","Mar 21, 2021",1268
14321,9,Offer Withdrawn,,,,"Apr 13, 2021",1268
14322,0,Claimed,,0x48db19,,"Jun 23, 2017",1269
14323,1,Bid ,0x717403,,13,"Jun 26, 2017",1269
14324,2,Bid Withdrawn,0x717403,,14,"Jun 30, 2017",1269
14325,3,Transfer,0x48db19,0xe4f0ac,,"Oct 01, 2020",1269
14326,4,Offered,,,"43,417","Mar 05, 2021",1269
14327,5,Offered,,,"38,347","Mar 05, 2021",1269
14328,6,Sold ,0xe4f0ac,0xef784c,"45,327","Mar 12, 2021",1269
14329,7,Offered,,,"62,694","Mar 16, 2021",1269
14330,8,Offer Withdrawn,,,,"Apr 08, 2021",1269
14331,9,Offered,,,"64,514","Apr 11, 2021",1269
14332,10,Offered,,,"61,525","Apr 22, 2021",1269
14333,11,Offered,,,"55,774","Apr 24, 2021",1269
14334,12,Offered,,,"68,707","May 01, 2021",1269
14335,13,Offered,,,"69,740","May 02, 2021",1269
14336,14,Sold ,0xef784c,0x8be6ad,"76,248","May 03, 2021",1269
14337,15,Offered,,,"162,682","Aug 08, 2021",1269
14338,16,Bid ,0x864a38,,"132,265","Aug 09, 2021",1269
14339,17,Bid Withdrawn,0x864a38,,"139,179","Aug 09, 2021",1269
14340,18,Bid ,0xd15e9e,,"147,965","Aug 11, 2021",1269
14341,19,Bid Withdrawn,0xd15e9e,,"139,039","Aug 12, 2021",1269
14342,20,Sold ,0x8be6ad,0x5e5ba6,"173,932","Aug 21, 2021",1269
14343,21,Offered,,,"179,922","Aug 22, 2021",1269
14344,22,Offer Withdrawn,,,,"Aug 22, 2021",1269
14345,23,Offered,,,"177,463","Aug 22, 2021",1269
14346,24,Offer Withdrawn,,,,"Aug 22, 2021",1269
14347,25,Offered,,,"179,372","Aug 23, 2021",1269
14348,26,Sold ,0x5e5ba6,0x548579,"179,372","Aug 23, 2021",1269
14349,27,Offered,,,"404,228","Sep 05, 2021",1269
14350,28,Offered,,,"384,780","Sep 05, 2021",1269
14351,29,Sold ,0x548579,0xcd262b,"402,359","Sep 05, 2021",1269
14352,30,Bid ,0xb5696e,,"268,331","Sep 05, 2021",1269
14353,31,Bid Withdrawn,0xb5696e,,"268,331","Sep 05, 2021",1269
14354,0,Claimed,,0x8234be,,"Jun 23, 2017",1270
14355,1,Offered,,,66,"Dec 12, 2017",1270
14356,2,Sold ,0x8234be,0x7f6ca7,70,"Dec 13, 2017",1270
14357,3,Bid ,0x64cb2f,,<0.01,"Dec 13, 2020",1270
14358,4,Bid ,pdq.eth,,"9,957","Aug 03, 2021",1270
14359,5,Bid Withdrawn,pdq.eth,,"11,236","Aug 06, 2021",1270
14360,6,Transfer,0x7f6ca7,Cyborg,,"Aug 23, 2021",1270
14361,7,Offered,,,"498,697","Aug 23, 2021",1270
14362,8,Bid ,punksotc…,,"282,595","Aug 23, 2021",1270
14363,9,Bid ,0xf3016b,,"300,150","Aug 23, 2021",1270
14364,10,Bid Withdrawn,0xf3016b,,"286,915","Aug 24, 2021",1270
14365,11,Transfer,Cyborg,0x4c02b8,,"Aug 26, 2021",1270
14366,12,Bid ,0x4680cb,,"311,671","Aug 26, 2021",1270
14367,13,Bid Withdrawn,0x4680cb,,"338,384","Aug 31, 2021",1270
14368,14,Transfer,0x4c02b8,0x8753f6,,"Sep 16, 2021",1270
14369,15,Offered,,,"542,346","Sep 16, 2021",1270
14370,16,Bid ,runhot99…,,"481,519","Sep 16, 2021",1270
14371,17,Bid Withdrawn,runhot99…,,"483,419","Sep 17, 2021",1270
14372,18,Sold ,0x8753f6,runhot99…,"537,132","Sep 17, 2021",1270
14373,19,Offered,,,"851,092","Nov 04, 2021",1270
14374,20,Offered,,,"749,083","Nov 26, 2021",1270
14375,21,Offered,,,"655,441","Nov 26, 2021",1270
14376,0,Claimed,,0x28c42d,,"Jun 23, 2017",1271
14377,1,Bid ,0xa0a59c,,59,"Jul 09, 2017",1271
14378,2,Bid Withdrawn,0xa0a59c,,74,"Aug 13, 2017",1271
14379,3,Bid ,0x34e801,,554,"Dec 12, 2020",1271
14380,4,Bid Withdrawn,0x34e801,,"1,175","Jan 06, 2021",1271
14381,5,Bid ,0xc9ab58,,"2,463","Jan 15, 2021",1271
14382,6,Bid Withdrawn,0xc9ab58,,"2,403","Jan 17, 2021",1271
14383,7,Bid ,0xe369a8,,"17,544","Feb 09, 2021",1271
14384,8,Bid Withdrawn,0xe369a8,,"17,136","Feb 10, 2021",1271
14385,9,Bid ,0xe369a8,,"17,243","Feb 11, 2021",1271
14386,10,Bid Withdrawn,0xe369a8,,"17,937","Feb 11, 2021",1271
14387,11,Bid ,0xe369a8,,"17,575","Feb 12, 2021",1271
14388,12,Bid Withdrawn,0xe369a8,,"17,960","Feb 13, 2021",1271
14389,13,Bid ,0xe369a8,,"22,884","Feb 14, 2021",1271
14390,14,Bid Withdrawn,0xe369a8,,"22,555","Feb 14, 2021",1271
14391,15,Bid ,0xe369a8,,"22,044","Feb 15, 2021",1271
14392,16,Bid Withdrawn,0xe369a8,,"22,787","Feb 15, 2021",1271
14393,17,Bid ,0xe369a8,,"14,410","Feb 16, 2021",1271
14394,18,Bid Withdrawn,0xe369a8,,"14,410","Feb 16, 2021",1271
14395,19,Bid ,0x36d1b7,,"58,615","Feb 21, 2021",1271
14396,20,Bid Withdrawn,0x36d1b7,,"58,615","Feb 21, 2021",1271
14397,21,Bid ,0x36d1b7,,"48,845","Feb 21, 2021",1271
14398,22,Bid Withdrawn,0x36d1b7,,"48,124","Feb 21, 2021",1271
14399,23,Bid ,0x36d1b7,,"43,927","Feb 24, 2021",1271
14400,24,Bid Withdrawn,0x36d1b7,,"44,163","Feb 24, 2021",1271
14401,25,Offered,,,"215,628","Apr 12, 2021",1271
14402,26,Bid ,0xb4bb41,,"169,534","Apr 24, 2021",1271
14403,27,Bid Withdrawn,0xb4bb41,,"233,308","May 03, 2021",1271
14404,28,Offered,,,"305,278","May 05, 2021",1271
14405,29,Bid ,0x0e9aed,,"282,545","May 05, 2021",1271
14406,30,Sold ,0x28c42d,0x0e9aed,"282,545","May 05, 2021",1271
14407,31,Offered,,,"467,376","May 06, 2021",1271
14408,32,Offered,,,"393,299","Aug 01, 2021",1271
14409,33,Offered,,,"471,347","Aug 05, 2021",1271
14410,34,Offered,,,"575,838","Aug 06, 2021",1271
14411,35,Sold ,0x0e9aed,0xd6d686,"669,728","Aug 23, 2021",1271
14412,36,Offered,,,3.2M,"Aug 29, 2021",1271
14413,37,Offer Withdrawn,,,,"Sep 07, 2021",1271
14414,0,Claimed,,0x207355,,"Jun 23, 2017",1272
14415,1,Bid ,0x7760e0,,16,"Jun 28, 2017",1272
14416,2,Bid ,0x0a4eaf…,,70,"Jul 13, 2017",1272
14417,3,Bid Withdrawn,0x0a4eaf…,,120,"Sep 03, 2017",1272
14418,4,Transfer,0x207355,0x4084df,,"May 07, 2021",1272
14419,0,Claimed,,0xcbd482,,"Jun 23, 2017",1273
14420,1,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1273
14421,2,Transfer,0x577ebc,0xb88f61,,"Feb 13, 2021",1273
14422,0,Claimed,,0x585f98,,"Jun 23, 2017",1274
14423,1,Bid ,0x717403,,13,"Jun 26, 2017",1274
14424,2,Sold ,0x585f98,0x717403,16,"Jun 28, 2017",1274
14425,3,Bid ,Nalesnik…,,33,"Mar 20, 2018",1274
14426,4,Bid Withdrawn,Nalesnik…,,32,"Jun 11, 2018",1274
14427,5,Bid ,0x976b59,,28,"Oct 01, 2018",1274
14428,6,Bid Withdrawn,0x976b59,,28,"Oct 01, 2018",1274
14429,7,Bid ,0x0a4eaf…,,226,"Feb 07, 2020",1274
14430,8,Bid ,0x3731a5,,"2,690","Feb 16, 2021",1274
14431,9,Bid ,0x3731a5,,"2,869","Feb 16, 2021",1274
14432,10,Bid Withdrawn,0x3731a5,,"3,050","Feb 18, 2021",1274
14433,0,Claimed,,0x48db19,,"Jun 23, 2017",1275
14434,1,Offered,,,"2,206","Oct 01, 2020",1275
14435,2,Bid ,0xd3e2e7,,"6,039","Jan 27, 2021",1275
14436,3,Bid Withdrawn,0xd3e2e7,,"6,308","Jan 29, 2021",1275
14437,4,Sold ,0x48db19,0xe1471b,"7,807","Jan 31, 2021",1275
14438,5,Transfer,0xe1471b,0x830cc1,,"Mar 08, 2021",1275
14439,0,Claimed,,0xcbd482,,"Jun 23, 2017",1276
14440,1,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1276
14441,2,Transfer,0x577ebc,0x938bd2,,"Feb 06, 2021",1276
14442,3,Transfer,0x938bd2,0x93730c,,"Apr 23, 2021",1276
14443,0,Claimed,,0xcbd482,,"Jun 23, 2017",1277
14444,1,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1277
14445,2,Transfer,0x577ebc,0x938bd2,,"Feb 06, 2021",1277
14446,3,Transfer,0x938bd2,0x6ef237,,"Apr 23, 2021",1277
14447,4,Transfer,0x6ef237,0x9df947,,"Jul 29, 2021",1277
14448,0,Claimed,,0xba7ccc,,"Jun 23, 2017",1278
14449,1,Transfer,0xba7ccc,0xcffc33,,"May 05, 2021",1278
14450,0,Claimed,,0xcbd482,,"Jun 23, 2017",1279
14451,1,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1279
14452,2,Transfer,0x577ebc,0x938bd2,,"Feb 06, 2021",1279
14453,3,Transfer,0x938bd2,0x4322aa,,"Apr 23, 2021",1279
14454,4,Offered,,,"282,067","Aug 06, 2021",1279
14455,5,Sold ,0x4322aa,cgpunks.…,"323,770","Aug 27, 2021",1279
14456,6,Offered,,,"404,712","Aug 27, 2021",1279
14457,7,Offered,,,"410,016","Aug 28, 2021",1279
14458,8,Offered,,,"452,818","Aug 28, 2021",1279
14459,9,Offered,,,"484,220","Aug 28, 2021",1279
14460,10,Offered,,,"483,515","Aug 28, 2021",1279
14461,11,Offered,,,"580,978","Aug 28, 2021",1279
14462,12,Offered,,,"495,664","Aug 29, 2021",1279
14463,13,Offered,,,"479,540","Aug 29, 2021",1279
14464,14,Offered,,,"343,111","Sep 08, 2021",1279
14465,15,Offered,,,"414,662","Sep 08, 2021",1279
14466,16,Offered,,,"484,137","Sep 16, 2021",1279
14467,17,Offered,,,"375,951","Sep 28, 2021",1279
14468,18,Sold ,cgpunks.…,0xf605c6,"389,190","Sep 30, 2021",1279
14469,0,Claimed,,0xc272ed,,"Jun 23, 2017",1280
14470,1,Bid ,jmg,,61,"Jan 17, 2018",1280
14471,2,Bid Withdrawn,jmg,,6,"Feb 03, 2019",1280
14472,3,Offered,,,"22,956","Feb 18, 2021",1280
14473,4,Sold ,0xc272ed,0x07c5ea,"22,956","Feb 18, 2021",1280
14474,5,Offered,,,"25,348","Feb 18, 2021",1280
14475,6,Sold ,0x07c5ea,0x5cff88,"25,348","Feb 18, 2021",1280
14476,0,Claimed,,0x71710e,,"Jun 23, 2017",1281
14477,1,Offered,,,"549,135","Oct 23, 2021",1281
14478,2,Bid ,0xf070d5,,5,"Nov 05, 2021",1281
14479,0,Claimed,,0xb38071,,"Jun 23, 2017",1282
14480,1,Transfer,0xb38071,0xd74c23,,"Dec 28, 2020",1282
14481,2,(Wrap),0xd74c23,WrappedC…,,"Dec 28, 2020",1282
14482,3,(Unwrap),WrappedC…,0xb38071,,"May 03, 2021",1282
14483,4,Offered,,,"111,196","May 12, 2021",1282
14484,5,Bid ,rmr.eth,,"47,122","May 20, 2021",1282
14485,6,Offered,,,"66,881","May 20, 2021",1282
14486,7,Bid Withdrawn,rmr.eth,,"55,136","May 20, 2021",1282
14487,8,Bid ,rmr.eth,,"58,670","May 20, 2021",1282
14488,9,Bid Withdrawn,rmr.eth,,"54,927","May 24, 2021",1282
14489,10,Sold ,0xb38071,alexx.et…,"59,464","Jun 08, 2021",1282
14490,0,Claimed,,0xcbd482,,"Jun 23, 2017",1283
14491,1,Bid ,0x8c4705,,24,"Jan 17, 2021",1283
14492,2,Transfer,0xcbd482,0x577ebc,,"Jan 30, 2021",1283
14493,3,Transfer,0x577ebc,0x938bd2,,"Feb 06, 2021",1283
14494,4,Transfer,0x938bd2,0x6ef237,,"Apr 23, 2021",1283
14495,5,Transfer,0x6ef237,0x9df947,,"Jul 29, 2021",1283
14496,0,Claimed,,Hemba,,"Jun 23, 2017",1284
14497,1,Offered,,,67,"Jul 04, 2017",1284
14498,2,Sold ,Hemba,0x7a341c,67,"Jul 04, 2017",1284
14499,3,Transfer,0x7a341c,hodlponk…,,"Sep 14, 2021",1284
14500,0,Claimed,,0xff8414,,"Jun 23, 2017",1285
14501,1,Bid ,0x717403,,14,"Jun 25, 2017",1285
14502,2,Transfer,0xff8414,0xd27e3f,,"Jul 16, 2017",1285
14503,3,Transfer,0xd27e3f,0x7e5280,,"Oct 04, 2017",1285
14504,4,Bid ,0x7eb46d,,70,"Dec 13, 2017",1285
14505,5,Bid Withdrawn,0x7eb46d,,69,"Dec 14, 2017",1285
14506,6,Transfer,0x7e5280,0x0601d0,,"Jun 05, 2019",1285
14507,7,Transfer,0x0601d0,0x31a5ff,,"Aug 07, 2021",1285
14508,0,Claimed,,0x71710e,,"Jun 23, 2017",1286
14509,1,Offered,,,948,"Jan 02, 2018",1286
14510,2,Offered,,,95,"Jan 02, 2018",1286
14511,3,Sold ,0x71710e,0xdfe5f1,92,"Feb 21, 2018",1286
14512,4,Bid ,0xbfa319,,203,"Oct 22, 2020",1286
14513,5,Bid Withdrawn,0xbfa319,,609,"Jan 18, 2021",1286
14514,6,Transfer,0xdfe5f1,0x4d3dfd,,"Apr 21, 2021",1286
14515,0,Claimed,,0xf1ad94,,"Jun 23, 2017",1287
14516,1,Bid ,0x95863c,,"48,177","May 25, 2021",1287
14517,2,Bid ,markydao…,,"48,419","May 25, 2021",1287
14518,3,Bid Withdrawn,markydao…,,"48,419","May 25, 2021",1287
14519,4,Bid ,0xceb63c,,"47,723","Jun 29, 2021",1287
14520,5,Bid ,0x4e4189,,"48,063","Jul 02, 2021",1287
14521,6,Bid Withdrawn,0x4e4189,,"49,498","Jul 02, 2021",1287
14522,7,Bid ,0x4e4189,,"55,954","Jul 02, 2021",1287
14523,8,Bid ,punksotc…,,"60,431","Jul 04, 2021",1287
14524,9,Sold ,0xf1ad94,punksotc…,"60,431","Jul 04, 2021",1287
14525,10,Offered,,,"75,820","Jul 04, 2021",1287
14526,11,Offered,,,"74,797","Jul 04, 2021",1287
14527,12,Bid ,0x4e4189,,"62,429","Jul 04, 2021",1287
14528,13,Offered,,,"73,003","Jul 05, 2021",1287
14529,14,Bid Withdrawn,0x4e4189,,"60,369","Jul 05, 2021",1287
14530,15,Bid ,0xceb63c,,"62,629","Jul 06, 2021",1287
14531,16,Bid ,0x88e362,,"62,191","Jul 08, 2021",1287
14532,17,Offered,,,"70,106","Jul 08, 2021",1287
14533,18,Bid ,kevallin…,,"61,641","Jul 08, 2021",1287
14534,19,Bid ,0x88e362,,"59,794","Jul 08, 2021",1287
14535,20,Bid ,kevallin…,,"61,578","Jul 08, 2021",1287
14536,21,Sold ,punksotc…,0x65b1b9,"66,776","Jul 09, 2021",1287
14537,22,Bid Withdrawn,kevallin…,,"61,696","Jul 09, 2021",1287
